id,name,role
1000817,Daniel Day-Lewis,"Bill ""The Butcher"" Cutting"
1000817,Cameron Diaz,Jenny Everdeane
1000818,Anne Dorval,"Diane ""Die"" Després"
1000818,Suzanne Clément,Kyla
1000818,Antoine Olivier Pilon,Steve O'Connor Després
1000821,Owen Teague,Noa
1000821,Freya Allan,Nova / Mae
1000821,Kevin Durand,Proximus Caesar
1000822,Johnny Depp,Raoul Duke
1000822,Benicio del Toro,Dr. Gonzo
1000822,Tobey Maguire,Hitchhiker
1000824,Ethan Hawke,Ellison Oswalt
1000824,Juliet Rylance,Tracy Oswalt
1000824,Vincent D'Onofrio,Professor Jonas
1000825,Jerry Seinfeld,Barry B. Benson (voice)
1000825,Renée Zellweger,Vanessa Bloome (voice)
1000825,Matthew Broderick,Adam Flayman (voice)
1000826,Bruce Willis,David Dunn
1000826,Samuel L. Jackson,Elijah Price
1000826,Robin Wright,Audrey Dunn
1000828,Bill Hader,Flint Lockwood / FLDSMDFR (voice)
1000828,Anna Faris,Sam Sparks (voice)
1000828,James Caan,Tim Lockwood (voice)
1000829,Atsuko Tanaka,Motoko Kusanagi (voice)
1000829,Akio Otsuka,Batou (voice)
1000829,Iemasa Kayumi,Puppetmaster (voice)
1000833,Bruce Willis,James Cole
1000833,Madeleine Stowe,Dr. Kathryn Railly
1000833,Brad Pitt,Jeffrey Goines
1000834,Ben Affleck,Tony Mendez
1000834,Bryan Cranston,Jack O'Donnell
1000834,Alan Arkin,Lester Siegel
1000835,Nicolas Cage,Rob Feld
1000835,Alex Wolff,Amir
1000835,Adam Arkin,Darius
1000836,Asa Butterfield,Hugo Cabret
1000836,Ben Kingsley,Georges Méliès
1000836,Chloë Grace Moretz,Isabelle
1000838,Sacha Baron Cohen,Borat Sagdiyev
1000838,Maria Bakalova,Tutar Sagdiyev
1000838,Tom Hanks,Self
1000839,Thomas Mann,Thomas Kub
1000839,Oliver Cooper,Costa
1000839,Jonathan Daniel Brown,JB
1000842,Tom Cruise,Ethan Hunt
1000842,Paula Patton,Jane
1000842,Simon Pegg,Benji
1000844,Lily Collins,Rosie Dunne
1000844,Sam Claflin,Alex Stewart
1000844,Christian Cooke,Greg
1000846,Jessica Rothe,Theresa ‘Tree’ Gelbman
1000846,Israel Broussard,Carter Davis
1000846,Ruby Modine,Lori Spengler
1000848,Tobin Bell,John Kramer
1000848,Shawnee Smith,Amanda Young
1000848,Synnøve Macody Lund,Cecilia Pederson
1000849,Ethan Hawke,James Sandin
1000849,Lena Headey,Mary Sandin
1000849,Max Burkholder,Charlie Sandin
1000850,Matt Damon,Sir Jean de Carrouges
1000850,Adam Driver,Jacques Le Gris
1000850,Jodie Comer,Marguerite de Carrouges
1000851,Jamie Lee Curtis,Laurie Strode
1000851,Judy Greer,Karen Nelson
1000851,Andi Matichak,Allyson Nelson
1000852,Amy Adams,Giselle
1000852,Patrick Dempsey,Robert Philip
1000852,James Marsden,Prince Edward
1000853,Yoko Honna,Shizuku Tsukishima (voice)
1000853,Issey Takahashi,Seiji Amasawa (voice)
1000853,Takashi Tachibana,Seiya Tsukishima (voice)
1000854,Anton Yelchin,Pat
1000854,Imogen Poots,Amber
1000854,Patrick Stewart,Darcy
1000856,Will Ferrell,Brennan Huff
1000856,John C. Reilly,Dale Doback
1000856,Mary Steenburgen,Nancy Huff
1000857,Keanu Reeves,Neo
1000857,Laurence Fishburne,Morpheus
1000857,Carrie-Anne Moss,Trinity
1000858,Kelvin Harrison Jr.,Tyler
1000858,Taylor Russell,Emily
1000858,Renée Elise Goldsberry,Catharine
1000859,Adam Sandler,Lenny Feder
1000859,Kevin James,Eric Lamonsoff
1000859,Chris Rock,Kurt McKenzie
1000860,Patrick Wilson,Ed Warren
1000860,Vera Farmiga,Lorraine Warren
1000860,Ruairí O'Connor,Arne Cheyne Johnson
1000861,Gerard Butler,King Leonidas
1000861,Lena Headey,Gorgo
1000861,Dominic West,Theron
1000863,Christian Bale,Irving Rosenfeld
1000863,Bradley Cooper,Richie DiMaso
1000863,Amy Adams,Sydney Prosser
1000865,Sakura Ando,Saori Mugino
1000865,Eita Nagayama,Michitoshi Hori
1000865,Soya Kurokawa,Minato Mugino
1000866,Nicolas Cage,Charlie Kaufman / Donald Kaufman
1000866,Meryl Streep,Susan Orlean
1000866,Chris Cooper,John Laroche
1000867,Johnny Depp,Sweeney Todd
1000867,Helena Bonham Carter,Mrs. Lovett
1000867,Alan Rickman,Judge Turpin
1000868,Chris Evans,Buzz Lightyear (voice)
1000868,Keke Palmer,Izzy Hawthorne (voice)
1000868,Peter Sohn,SOX (voice)
1000869,Sadie Sink,Christine 'Ziggy' Berman
1000869,Emily Rudd,Cindy Berman
1000869,Ryan Simpkins,Alice
1000870,Mel Gibson,William Wallace
1000870,Catherine McCormack,Murron MacClannough
1000870,Sophie Marceau,Princess Isabelle
1000872,Sam Neill,Hec
1000872,Julian Dennison,Ricky
1000872,Rima Te Wiata,Bella
1000873,Stephen Lang,The Blind Man
1000873,Jane Levy,Rocky
1000873,Dylan Minnette,Alex
1000875,Kenneth Branagh,Hercule Poirot
1000875,Tom Bateman,Bouc
1000875,Annette Bening,Euphemia Bouc
1000876,Aaron Taylor-Johnson,Ford Brody
1000876,Elizabeth Olsen,Elle Brody
1000876,Juliette Binoche,Sandra Brody
1000877,Eminem,"Jimmy B. ""Rabbit"" Smith"
1000877,Kim Basinger,Stephanie Smith
1000877,Mekhi Phifer,"David ""Future"" Porter"
1000879,Will Ferrell,Ron Burgundy
1000879,Christina Applegate,Veronica Corningstone
1000879,Paul Rudd,Brian Fantana
1000880,Steve Carell,Gru (voice)
1000880,Kristen Wiig,Agent Lucy Wilde (voice)
1000880,Benjamin Bratt,Eduardo 'El Macho' Pérez (voice)
1000881,Himesh Patel,Jack Malik
1000881,Lily James,Ellie Appleton
1000881,Sophia di Martino,Carol
1000882,Dan Castellaneta,Homer Simpson / Itchy / Barney / Abe Simpson / Stage Manager / Krusty the Clown / Mayor Quimby / Mayor's Aide / Multi-Eyed Squirrel / Panicky Man / Sideshow Mel / Mr. Teeny / EPA Official / Kissing Cop / Bear / Boy on Phone / NSA Worker / Officer / Santa…
1000882,Julie Kavner,Marge Simpson / Selma Bouvier / Patty Bouvier (voice)
1000882,Nancy Cartwright,Bart Simpson / Maggie Simpson / Ralph / Nelson / Todd Flanders / TV Daughter / Woman on Phone (voice)
1000883,Ben Platt,Amos Klobuchar
1000883,Molly Gordon,Rebecca-Diane
1000883,Noah Galvin,Glenn Winthrop
1000884,Tim Blake Nelson,"Buster Scruggs (segment ""The Ballad of Buster Scruggs"")"
1000884,Willie Watson,"The Kid (segment ""The Ballad of Buster Scruggs"")"
1000884,Clancy Brown,"Curly Joe (segment ""The Ballad of Buster Scruggs"")"
1000885,Mitchel Musso,Douglas 'DJ' Hartner (voice)
1000885,Sam Lerner,Chowder (voice)
1000885,Spencer Locke,Jenny Bennett (voice)
1000886,Adam Sandler,Michael Newman
1000886,Kate Beckinsale,Donna Newman
1000886,Christopher Walken,Morty
1000887,Elle Fanning,Jesse
1000887,Karl Glusman,Dean
1000887,Jena Malone,Ruby
1000888,Joaquin Phoenix,Joe
1000888,Judith Roberts,Joe's Mother
1000888,Ekaterina Samsonov,Nina Votto
1000889,Tony Goldwyn,Tarzan (voice)
1000889,Minnie Driver,Jane Porter (voice)
1000889,Glenn Close,Kala (voice)
1000890,Denzel Washington,Alonzo
1000890,Ethan Hawke,Jake
1000890,Scott Glenn,Roger
1000891,Kenneth Branagh,Hercule Poirot
1000891,Kyle Allen,Maxime Gerard
1000891,Camille Cottin,Olga Seminoff
1000892,Diego Luna,Tenoch Iturbide
1000892,Gael García Bernal,Julio Zapata
1000892,Maribel Verdú,Luisa Cortés
1000893,Vera Farmiga,Kate Coleman
1000893,Peter Sarsgaard,John Coleman
1000893,Isabelle Fuhrman,Esther
1000895,Ryan Gosling,Neil Armstrong
1000895,Claire Foy,Janet Shearon
1000895,Jason Clarke,Ed White
1000896,Andrew Garfield,Sam
1000896,Riley Keough,Sarah
1000896,Topher Grace,Bar Buddy
1000897,Patrick Stewart,Charles Xavier / Professor X
1000897,Ian McKellen,Eric Lehnsherr / Magneto
1000897,Hugh Jackman,Logan / Wolverine
1000898,Michael B. Jordan,Adonis Creed
1000898,Tessa Thompson,Bianca Creed
1000898,Jonathan Majors,Damian 'Dame' Anderson
1000899,Nicole Kidman,Grace Stewart
1000899,Christopher Eccleston,Charles Stewart
1000899,Alakina Mann,Anne Stewart
1000900,Abby Ryder Fortson,Margaret Simon
1000900,Rachel McAdams,Barbara Simon
1000900,Kathy Bates,Sylvia Simon
1000901,Julia Roberts,Anna Cameron
1000901,Jude Law,Dan Woolf
1000901,Natalie Portman,Alice Ayres
1000902,Timothée Chalamet,Hal
1000902,Joel Edgerton,Falstaff
1000902,Sean Harris,William
1000905,Jared Leto,Dr. Michael Morbius / Morbius
1000905,Matt Smith,Milo / Lucien
1000905,Adria Arjona,Martine Bancroft
1000906,Christian Bale,Trevor Reznik
1000906,Jennifer Jason Leigh,Stevie
1000906,Aitana Sánchez-Gijón,Marie
1000909,Johnny Depp,Jack Sparrow
1000909,Penélope Cruz,Angelica
1000909,Geoffrey Rush,Hector Barbossa
1000910,Tom Kenny,SpongeBob / Narrator / Gary /  Various (voice)
1000910,Clancy Brown,Mr. Krabs (voice)
1000910,Rodger Bumpass,Squidward / Fish #4 (voice)
1000911,Mel Gibson,Graham Hess
1000911,Joaquin Phoenix,Merrill Hess
1000911,Rory Culkin,Morgan Hess
1000912,Julia Sawalha,Ginger (voice)
1000912,Mel Gibson,Rocky (voice)
1000912,Imelda Staunton,Bunty (voice)
1000914,Ryan Reynolds,Adam Reed
1000914,Walker Scobell,Young Adam
1000914,Mark Ruffalo,Louis Reed
1000917,Russell Crowe,"Wendell ""Bud"" White"
1000917,Guy Pearce,"Edmund ""Ed"" Exley"
1000917,Kevin Spacey,Jack Vincennes
1000918,Craig Roberts,Oliver Tate
1000918,Yasmin Paige,Jordana Bevan
1000918,Sally Hawkins,Jill Tate
1000919,Ferdia Walsh-Peelo,"Conor ""Cosmo"" Lawlor"
1000919,Lucy Boynton,Raphina
1000919,Jack Reynor,Brendan Lawlor
1000921,Jennifer Lawrence,Aurora Lane
1000921,Chris Pratt,Jim Preston
1000921,Michael Sheen,Arthur
1000922,Paz de la Huerta,Linda
1000922,Nathaniel Brown,Oscar
1000922,Cyril Roy,Alex
1000923,Simon Pegg,Gary King
1000923,Nick Frost,Andrew Knightley
1000923,Martin Freeman,Oliver Chamberlain
1000926,Jeff Goldblum,Ian Malcolm
1000926,Julianne Moore,Sarah Harding
1000926,Pete Postlethwaite,Roland Tembo
1000927,Oscar Isaac,Marc Spector / Steven Grant / Moon Knight / Mr. Knight
1000927,Ethan Hawke,Arthur Harrow
1000927,May Calamawy,Layla El-Faouly
1000930,Ben Schwartz,Sonic the Hedgehog (voice)
1000930,James Marsden,Tom Wachowski
1000930,Tika Sumpter,Maddie Wachowski
1000932,Kiernan Shipka,Jamie Hughes
1000932,Olivia Holt,Pam Miller (1987)
1000932,Julie Bowen,Pam Hughes
1000933,Isabelle Huppert,Erika Kohut
1000933,Annie Girardot,The Mother
1000933,Benoît Magimel,Walter Klemmer
1000934,Olivia Colman,Leda Caruso
1000934,Jessie Buckley,Young Leda Caruso
1000934,Dakota Johnson,Nina
1000938,Rebecca Hall,Ilene Andrews
1000938,Brian Tyree Henry,Bernie Hayes
1000938,Dan Stevens,Trapper
1000939,Josh Hutcherson,Jess Aarons
1000939,AnnaSophia Robb,Leslie Burke
1000939,Zooey Deschanel,Ms. Edmunds
1000940,Renée Zellweger,Roxie Hart
1000940,Catherine Zeta-Jones,Velma Kelly
1000940,Richard Gere,Billy Flynn
1000941,Steven Yeun,Danny Cho
1000941,Ali Wong,Amy Lau
1000941,Joseph Lee,George Nakai
1000942,James Franco,Alien
1000942,Selena Gomez,Faith
1000942,Vanessa Hudgens,Candy
1000944,Tatsuya Fujiwara,Shuya Nanahara (Boy #15)
1000944,Aki Maeda,Noriko Nakagawa (Girl #15)
1000944,Takeshi Kitano,Kitano
1000945,Bradley Cooper,Chris Kyle
1000945,Sienna Miller,Taya Renae Kyle
1000945,Kyle Gallner,Goat-Winston
1000947,Tobin Bell,John Kramer / Jigsaw
1000947,Donnie Wahlberg,Eric Matthews
1000947,Shawnee Smith,Amanda Young
1000948,Taylor Swift,Self
1000948,Mike Meadows,"Self - Co-Band Leader, Guitar, Keyboards"
1000948,Max Bernstein,"Self - Co-Band Leader, Guitar, Keyboards"
1000949,Shauna Macdonald,Sarah Carter
1000949,Natalie Mendoza,Juno Kaplan
1000949,Alex Reid,Beth O'Brien
1000950,Nicholas Hoult,Renfield
1000950,Nicolas Cage,Dracula
1000950,Awkwafina,Rebecca
1000951,Kate Siegel,Maddie
1000951,John Gallagher Jr.,Man
1000951,Samantha Sloyan,Sarah
1000952,Elijah Wood,Wirt (voice)
1000952,Collin Dean,Gregory (voice)
1000953,George Clooney,Danny Ocean
1000953,Brad Pitt,Rusty Ryan
1000953,Matt Damon,Linus Caldwell
1000954,Xolo Mariduena,Jaime Reyes / Blue Beetle
1000954,Bruna Marquezine,Jenny Kord
1000954,Susan Sarandon,Victoria Kord
1000955,Clint Eastwood,Frankie Dunn
1000955,Hilary Swank,Maggie Fitzgerald
1000955,Morgan Freeman,Eddie 'Scrap-Iron' Dupris
1000956,Mark Duplass,Josef
1000956,Patrick Brice,Aaron Franklin
1000956,Katie Aselton,Angela (voice)
1000959,Johnny Depp,Jack Sparrow
1000959,Javier Bardem,Armando Salazar
1000959,Geoffrey Rush,Hector Barbossa
1000960,Seth Rogen,Frank / Sergeant Pepper (voice)
1000960,Kristen Wiig,Brenda (voice)
1000960,Jonah Hill,Carl (voice)
1000963,Will Smith,Richard Williams
1000963,Aunjanue Ellis-Taylor,"Oracene ""Brandy"" Price"
1000963,Saniyya Sidney,Venus Williams
1000964,Bradley Cooper,Phil Wenneck
1000964,Ed Helms,Stu Price
1000964,Zach Galifianakis,Alan Garner
1000965,Jake Gyllenhaal,Joe Baylor
1000965,Ethan Hawke,Sgt. Bill Miller (voice)
1000965,Riley Keough,Emily Lighton (voice)
1000968,James Franco,Dave Skylark
1000968,Seth Rogen,Aaron Rapaport
1000968,Lizzy Caplan,Agent Lacey
1000969,Mia Wasikowska,Edith Cushing
1000969,Jessica Chastain,Lady Lucille Sharpe
1000969,Tom Hiddleston,Sir Thomas Sharpe
1000970,Devon Sawa,Alex Browning
1000970,Ali Larter,Clear Rivers
1000970,Kerr Smith,Carter Horton
1000971,Jake Gyllenhaal,Dalton
1000971,Daniela Melchior,Ellie
1000971,Billy Magnussen,Ben Brandt
1000972,Jesse Eisenberg,J. Daniel Atlas
1000972,Mark Ruffalo,Dylan Rhodes
1000972,Woody Harrelson,Merritt McKinney / Chase McKinney
1000973,Yahya Abdul-Mateen II,Anthony McCoy
1000973,Teyonah Parris,Brianna Cartwright
1000973,Colman Domingo,William Burke
1000975,Leonardo DiCaprio,Howard Hughes
1000975,Cate Blanchett,Katharine Hepburn
1000975,Kate Beckinsale,Ava Gardner
1000976,Sean Penn,Jimmy Markum
1000976,Tim Robbins,Dave Boyle
1000976,Kevin Bacon,Sean Devine
1000978,Adam Sandler,Count Dracula (voice)
1000978,Andy Samberg,Jonathan Loughran (voice)
1000978,Selena Gomez,Mavis Dracula (voice)
1000981,Nanoka Hara,Suzume Iwato (voice)
1000981,Hokuto Matsumura,Souta Munakata (voice)
1000981,Eri Fukatsu,Tamaki Iwato (voice)
1000982,Rooney Mara,Ona
1000982,Claire Foy,Salome
1000982,Jessie Buckley,Mariche
1000984,Hugh Jackman,Logan / Wolverine
1000984,Tao Okamoto,Mariko Yashida / Scarlet Samurai
1000984,Rila Fukushima,Yukio / Pinkie Pie
1000985,Eddie Redmayne,Newt Scamander
1000985,Jude Law,Albus Dumbledore
1000985,Mads Mikkelsen,Gellert Grindelwald
1000986,Viggo Mortensen,Saul Tenser
1000986,Léa Seydoux,Caprice
1000986,Scott Speedman,Lang Dotrice
1000988,Adam Sandler,Stanley Sugerman
1000988,Queen Latifah,Teresa Sugerman
1000988,Juancho Hernangómez,Bo Cruz
1000989,Emily Baldoni,Em
1000989,Maury Sterling,Kevin
1000989,Nicholas Brendon,Mike
1000990,John Travolta,Bolt (voice)
1000990,Susie Essman,Mittens (voice)
1000990,Mark Walton,Rhino (voice)
1000991,Kyle Chandler,Mark Russell
1000991,Vera Farmiga,Emma Russell
1000991,Millie Bobby Brown,Madison Russell
1000992,Mike Myers,Shrek (voice)
1000992,Eddie Murphy,Donkey (voice)
1000992,Cameron Diaz,Princess Fiona (voice)
1000993,James Franco,Aron Ralston
1000993,Amber Tamblyn,Megan McBride
1000993,Kate Mara,Kristi Moore
1000994,Lucas Black,Sean Boswell
1000994,Nathalie Kelley,Neela
1000994,Sung Kang,Han Lue
1000995,Will Smith,Oscar (voice)
1000995,Robert De Niro,Don Lino (voice)
1000995,Renée Zellweger,Angie (voice)
1000996,Jon Favreau,Carl Casper
1000996,John Leguizamo,Martin
1000996,Bobby Cannavale,Tony
1000997,Sam Rockwell,Sam Bell
1000997,Kevin Spacey,GERTY (voice)
1000997,Dominique McElligott,Tess Bell
1000998,Dev Patel,Saroo Brierley
1000998,Rooney Mara,Lucy
1000998,David Wenham,John Brierley
1001000,Val Kilmer,Moses (voice)
1001000,Ralph Fiennes,Rameses (voice)
1001000,Michelle Pfeiffer,Tzipporah (voice)
1001001,Anna Kendrick,Stephanie Smothers
1001001,Blake Lively,Emily Nelson
1001001,Henry Golding,Sean Townsend
1001002,Jane Levy,Mia Allen
1001002,Shiloh Fernandez,David Allen
1001002,Lou Taylor Pucci,Eric
1001003,Anthony Mackie,Sam Wilson / Falcon / Captain America
1001003,Sebastian Stan,James 'Bucky' Barnes / Winter Soldier
1001003,Wyatt Russell,John Walker / Captain America / U.S. Agent
1001004,Sam Rockwell,Inspector Stoppard
1001004,Saoirse Ronan,Constable Stalker
1001004,Adrien Brody,Leo Köpernick
1001005,Joe Keery,Kurt Kunkle
1001005,Sasheer Zamata,Jessie Adams
1001005,David Arquette,Kris Kunkle
1001006,Naomi Watts,Rachel Keller
1001006,Martin Henderson,Noah Clay
1001006,David Dorfman,Aidan Keller
1001007,Andrew Garfield,Rodrigues
1001007,Adam Driver,Garupe
1001007,Liam Neeson,Ferreira
1001008,Joaquin Phoenix,"Larry ""Doc"" Sportello"
1001008,Josh Brolin,"Lt. Det. Christian F. ""Bigfoot"" Bjornsen"
1001008,Owen Wilson,Coy Harlingen
1001010,Lizzy Caplan,Marlena
1001010,Jessica Lucas,Lily
1001010,T.J. Miller,Hud
1001011,Michael Jordan,Michael Jordan
1001011,Wayne Knight,Stan Podolak
1001011,Theresa Randle,Juanita Jordan
1001012,Al Pacino,Will Dormer
1001012,Robin Williams,Walter Finch
1001012,Hilary Swank,Ellie Burr
1001013,Clint Eastwood,Walt Kowalski
1001013,Christopher Carley,Father Janovich
1001013,Bee Vang,Thao
1001014,Jacob Tremblay,Auggie
1001014,Julia Roberts,Isabel
1001014,Owen Wilson,Nate
1001016,Jay Baruchel,Hiccup (voice)
1001016,America Ferrera,Astrid (voice)
1001016,F. Murray Abraham,Grimmel (voice)
1001018,Sandra Bullock,Scarlet Overkill (voice)
1001018,Jon Hamm,Herb Overkill (voice)
1001018,Michael Keaton,Walter Nelson (voice)
1001019,Jeff Bridges,Marcus Hamilton
1001019,Chris Pine,Toby Howard
1001019,Ben Foster,Tanner Howard
1001021,Bruce Willis,Det. John Hartigan
1001021,Jessica Alba,Nancy Callahan
1001021,Clive Owen,Dwight McCarthy
1001022,Vincent Gallo,Billy Brown
1001022,Christina Ricci,Layla
1001022,Ben Gazzara,Jimmy Brown
1001024,Monica Bellucci,Alex
1001024,Vincent Cassel,Marcus
1001024,Albert Dupontel,Pierre
1001025,Jeff Bridges,Rooster Cogburn
1001025,Hailee Steinfeld,Mattie Ross
1001025,Matt Damon,LaBoeuf
1001026,Kiana Madeira,Sarah Fier / Deena Johnson
1001026,Ashley Zukerman,Solomon Goode / Nick Goode
1001026,Gillian Jacobs,Adult Ziggy / C. Berman
1001027,Matt Damon,Jason Bourne
1001027,Franka Potente,Marie Helena Kreutz
1001027,Chris Cooper,Alexander Conklin
1001029,Daisy Edgar-Jones,Kya Clark
1001029,Taylor John Smith,Tate Walker
1001029,Harris Dickinson,Chase Andrews
1001031,Tom Cruise,Ethan Hunt
1001031,Philip Seymour Hoffman,Owen Davian
1001031,Ving Rhames,Luther Stickell
1001032,Olivia Cooke,Rachel Kushner
1001032,Thomas Mann,Greg Gaines
1001032,RJ Cyler,Earl Jackson
1001033,Ryo Ishibashi,Shigeharu Aoyama
1001033,Eihi Shiina,Asami Yamazaki
1001033,Jun Kunimura,Yasuhisa Yoshikawa
1001036,Thomas Jane,David Drayton
1001036,Laurie Holden,Amanda Dunfrey
1001036,Toby Jones,Ollie Weeks
1001037,Song Kang-ho,Park Gang-du
1001037,Byun Hee-bong,Park Hie-bong
1001037,Park Hae-il,Park Nam-il
1001038,Ana de Armas,Norma Jeane
1001038,Adrien Brody,The Playwright
1001038,Bobby Cannavale,The Ex-Athlete
1001039,Jamie Lee Curtis,Laurie Strode
1001039,Judy Greer,Karen Nelson
1001039,Andi Matichak,Allyson Nelson
1001040,Millie Bobby Brown,Elodie
1001040,Ray Winstone,Lord Bayford
1001040,Angela Bassett,Lady Bayford
1001041,Samantha Robinson,Elaine
1001041,Gian Keys,Griff
1001041,Laura Waddell,Trish
1001043,Manuela Velasco,Ángela Vidal
1001043,Ferrán Terraza,Manu
1001043,Martha Carbonell,Mrs. Izquierdo
1001046,Mckenna Grace,Phoebe Spengler
1001046,Finn Wolfhard,Trevor Spengler
1001046,Carrie Coon,Callie Spengler
1001047,Johnny Depp,Ichabod Crane
1001047,Christina Ricci,Katrina Van Tassel
1001047,Miranda Richardson,Lady Mary Van Tassel / Crone Witch
1001050,Rosa Salazar,Alita
1001050,Christoph Waltz,Dr. Dyson Ido
1001050,Jennifer Connelly,Chiren
1001051,Patrick Stewart,Charles Xavier / Professor X
1001051,Ian McKellen,Eric Lehnsherr / Magneto
1001051,Hugh Jackman,Logan / Wolverine
1001052,Mirai Shida,Arrietty (voice)
1001052,Ryunosuke Kamiki,Shou (voice)
1001052,Tomokazu Miura,Pod (voice)
1001053,Adam Driver,Paterson
1001053,Golshifteh Farahani,Laura
1001053,Nellie,Marvin
1001054,Kathryn Newton,Lisa Swallows
1001054,Cole Sprouse,The Creature
1001054,Liza Soberano,Taffy
1001055,Hugh Jackman,Logan / Wolverine
1001055,Liev Schreiber,Victor Creed
1001055,Danny Huston,Stryker
1001057,Dwayne Johnson,John Hartley
1001057,Ryan Reynolds,Nolan Booth
1001057,Gal Gadot,Sarah Black / The Bishop
1001058,Taissa Farmiga,Sister Irene
1001058,Demián Bichir,Father Burke
1001058,Bonnie Aarons,The Nun / Valak
1001059,Katie Chang,Rebecca
1001059,Emma Watson,Nicki
1001059,Taissa Farmiga,Sam
1001061,Jude Hill,Buddy
1001061,Lewis McAskie,Will
1001061,Caitríona Balfe,Ma
1001062,Tom Cruise,Ethan Hunt
1001062,Dougray Scott,Sean Ambrose
1001062,Thandiwe Newton,Nyah Nordoff-Hall
1001066,Patrick Dempsey,Sheriff Eric Newlon
1001066,Nell Verlaque,Jessica Wright
1001066,Addison Rae,Gaby
1001067,Jim Carrey,Bruce Nolan
1001067,Morgan Freeman,God
1001067,Jennifer Aniston,Grace Connelly
1001071,Will Smith,Capt. Steven Hiller
1001071,Bill Pullman,President Thomas J. Whitmore
