id,name,date,tagline,description,minute,rating
1000124,The Banshees of Inisherin,2022,Everything was fine yesterday.,"Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them.",114.0,4.11
1000125,The Devil Wears Prada,2006,Meet Andy Sachs. A million girls would kill to have her job. She's not one of them.,"Andy moves to New York to work in the fashion industry. Her boss is extremely demanding, cruel and won't let her succeed if she doesn't fit into the high class elegant look of their magazine.",109.0,3.78
1000126,Catch Me If You Can,2002,The true story of a real fake.,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",141.0,4.03
1000127,Spider-Man,2002,Go for the Ultimate Spin.,"After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers to become the Amazing superhero known as Spider-Man.",121.0,3.78
1000128,Coraline,2009,Be careful what you wish for.,"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.",100.0,4.14
1000129,Shrek,2001,The greatest fairy tale never told.,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",90.0,4.07
1000130,Nightcrawler,2014,The city shines brightest at night,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",118.0,4.04
1000131,The Holdovers,2023,Discomfort and joy.,"A curmudgeonly instructor at a New England prep school is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually, he forms an unlikely bond with one of them — a damaged, brainy troublemaker — and with the school’s head cook, who has just lost a son in Vietnam.",133.0,4.22
1000132,Tenet,2020,Time runs out.,"Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",150.0,3.4
1000136,A Quiet Place,2018,"If they hear you, they hunt you.",A family is forced to live in silence while hiding from creatures that hunt by sound.,91.0,3.65
1000137,The Lord of the Rings: The Return of the King,2003,The eye of the enemy is moving.,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",201.0,4.5
1000138,Guardians of the Galaxy Vol. 2,2017,Obviously.,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,137.0,3.51
1000139,The Incredibles,2004,"No gut, no glory","Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",115.0,4.07
1000140,Iron Man,2008,Heroes aren't born. They're built.,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",126.0,3.7
1000141,Zodiac,2007,There's more than one way to lose your life to a killer.,"The true story of the investigation of the ""Zodiac Killer"", a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for three men as their lives and careers are built and destroyed by the endless trail of clues.",163.0,4.02
1000142,Wonka,2023,Every good thing in this world started with a dream.,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",117.0,3.27
1000143,Lost in Translation,2003,Everyone wants to be found.,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",102.0,3.83
1000145,Superbad,2007,Come and Get Some!,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,113.0,3.88
1000146,Finding Nemo,2003,There are 3.7 trillion fish in the ocean. They're looking for one.,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",100.0,4.04
1000148,The Super Mario Bros. Movie,2023,Not all heroes wear capes. Some wear overalls.,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",93.0,3.27
1000149,Marriage Story,2019,"Where there's a love, there's a way.","A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.",137.0,4.0
1000151,Portrait of a Lady on Fire,2019,Don't regret. Remember.,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",120.0,4.43
1000152,"Monsters, Inc.",2001,We Scare Because We Care.,"James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",92.0,4.08
